num_Rank,num_Released,num_Released Worldwide,num_Release Year,Title,num_Theatrical Distributor,num_Genre,num_Source,num_Production Method,num_Creative Type,num_Production Budget,num_Opening Weekend Theaters,num_Maximum Theaters,num_Theatrical Engagements,num_Opening Weekend Revenue,num_Domestic Box Office,num_Infl. Adj. Dom. Box Office,num_International Box Office,num_Worldwide Box Office,mojo_release_year,mojo_rank,title,mojo_worldwide_box_office,mojo_us_box_office,mojo_us%,mojo_foreign_box_office,mojo_foreign%,id,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,release_year,merge_12,merge_123
98.0,"Jun 16, 2023","Jun 8, 2023",2023.0,asteroidcity,Focus Features,Comedy,Original Screenplay,Live Action,Historical Fiction,0.0,6.0,1901.0,6373.0,853382.0,28153025.0,29105188.0,25800765.0,53953790.0,2023.0,90.0,asteroidcity,53857743.0,28153025.0,0.523,25704718.0,0.48,747188.0,6.606,823.0,Released,2023-06-08,47281670.0,105.0,False,25000000.0,en,81.734,"Comedy, Drama","American Empirical Pictures, Indian Paintbrush",United States of America,English,2023.0,both,both
,,,,,,,,,,,,,,,,,,,2017.0,83.0,ataxidriver,86252940.0,1527829.0,0.018,84725111.0,0.98,437068.0,8.065,837.0,Released,2017-08-02,81927980.0,138.0,False,12820005.0,ko,15.579,"Action, Drama, History","The LAMP, Showbox",South Korea,"Korean, Japanese, English, German",2017.0,both,right_only
80.0,"Jul 28, 2017","Jul 27, 2017",2017.0,atomicblonde,Focus Features,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Historical Fiction,30000000.0,3304.0,3326.0,12894.0,18286420.0,51573925.0,65027987.0,46771498.0,98345423.0,2017.0,78.0,atomicblonde,100014025.0,51687870.0,0.517,48326155.0,0.48,341013.0,6.4,5860.0,Released,2017-07-26,100014025.0,115.0,False,30000000.0,en,19.968,"Action, Thriller","Focus Features, Denver and Delilah Productions, 87Eleven, Sierra/Affinity, Closed on Mondays Entertainment, TGIM Films, Film i Väst","Sweden, Germany, Hungary, United States of America","Swedish, English, German, Russian",2017.0,both,both
,,,,,,,,,,,,,,,,,,,2024.0,114.0,attackontitanthemoviethelastattack,25075023.0,2890192.0,0.115,22184831.0,0.89,1333100.0,0.0,0.0,In Production,2024-11-08,0.0,0.0,False,0.0,ja,1.4,,MAPPA,Japan,Japanese,2024.0,both,right_only
,,,,,,,,,,,,,,,,,,,2025.0,124.0,august,20320460.0,,,20320460.0,1.0,13692.0,5.265,51.0,Released,2008-05-16,0.0,88.0,False,0.0,en,5.741,Drama,Original Media,United States of America,"French, English",2008.0,both,right_only
,,,,,,,,,,,,,,,,,,,2025.0,124.0,august,20320460.0,,,20320460.0,1.0,1509152.0,0.0,0.0,Released,2024-09-30,0.0,9.0,False,0.0,en,0.0143,"Romance, Music",,United States of America,,2024.0,both,right_only
,,,,,,,,,,,,,,,,,,,2024.0,122.0,autumnandtheblackjaguar,22034937.0,546879.0,0.025,21488058.0,0.98,1188207.0,0.0,0.0,Planned,2024-02-07,0.0,0.0,False,0.0,fr,1.693,"Comedy, Adventure","Mai Juin Productions, Mediawan, Spectrum Films, Splashprod, Wishing Tree Productions, StudioCanal","Canada, France",French,2024.0,both,right_only
3.0,"Dec 19, 2025","Dec 17, 2025",2025.0,avatarfireandash,20th Century Studios,Action,Original Screenplay,Animation/Live Action,Science Fiction,400000000.0,3800.0,3835.0,28400.0,89160860.0,397445589.0,397445589.0,1065377388.0,1462822977.0,2025.0,3.0,avatarfireandash,1460418558.0,396918558.0,0.272,1063500000.0,0.728,,,,,,,,,,,,,,,,,left_only,both
1.0,"Dec 16, 2022","Dec 9, 2022",2022.0,avatarthewayofwater,20th Century Studios,Action,Original Screenplay,Animation/Live Action,Science Fiction,400000000.0,4202.0,4340.0,50491.0,134100226.0,688809501.0,727737382.0,1634092522.0,2322902023.0,2022.0,1.0,avatarthewayofwater,2320631329.0,684075767.0,0.295,1636555562.0,0.71,76600.0,7.654,9830.0,Released,2022-12-14,2320250281.0,192.0,False,460000000.0,en,241.285,"Science Fiction, Adventure, Action","20th Century Studios, Lightstorm Entertainment",United States of America,English,2022.0,both,both
4.0,"May 1, 2015","Apr 22, 2015",2015.0,avengersageofultron,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,365000000.0,4276.0,4276.0,30109.0,191271109.0,459005868.0,615819264.0,936311111.0,1395316979.0,2015.0,4.0,avengersageofultron,1402805868.0,459005868.0,0.327,943800000.0,0.67,99861.0,7.276,21754.0,Released,2015-04-22,1405403694.0,141.0,False,365000000.0,en,96.565,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,2015.0,both,both
1.0,"Apr 26, 2019","Apr 23, 2019",2019.0,avengersendgame,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,400000000.0,4662.0,4662.0,37780.0,357115007.0,858373000.0,1059847014.0,1859130922.0,2717503922.0,2019.0,1.0,avengersendgame,2799439100.0,858373000.0,0.307,1941066100.0,0.69,299534.0,8.263,23857.0,Released,2019-04-24,2800000000.0,181.0,False,356000000.0,en,91.756,"Adventure, Science Fiction, Action",Marvel Studios,United States of America,"English, Japanese, Xhosa",2019.0,both,both
1.0,"Apr 27, 2018","Apr 25, 2018",2018.0,avengersinfinitywar,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,300000000.0,4474.0,4474.0,34406.0,257698183.0,678815482.0,842744575.0,1369342759.0,2048158241.0,2018.0,1.0,avengersinfinitywar,2048359754.0,678815482.0,0.331,1369544272.0,0.67,299536.0,8.255,27713.0,Released,2018-04-25,2052415039.0,149.0,False,300000000.0,en,154.34,"Adventure, Action, Science Fiction",Marvel Studios,United States of America,"English, Xhosa",2018.0,both,both
,,,,,,,,,,,,,,,,,,,2015.0,104.0,aviolentprosecutor,66736633.0,,,66736633.0,1.0,378348.0,6.979,95.0,Released,2016-02-03,0.0,126.0,False,0.0,ko,8.999,"Crime, Comedy","Sanai Pictures, Moonlight Film",South Korea,Korean,2016.0,both,right_only
,,,,,,,,,,,,,,,,,,,2015.0,162.0,awalkinthewoods,37461274.0,29504281.0,0.7879999999999999,7956993.0,0.21,232572.0,6.051,643.0,Released,2015-09-02,37461274.0,104.0,False,8000000.0,en,9.61,"Adventure, Comedy, Drama","Wildwood Enterprises, Route One Entertainment",United States of America,English,2015.0,both,right_only
,,,,,,,,,,,,,,,,,,,2015.0,162.0,awalkinthewoods,37461274.0,29504281.0,0.7879999999999999,7956993.0,0.21,1499936.0,0.0,0.0,Released,2024-12-29,0.0,3.0,False,0.0,en,0.0071,Horror,BearMaster Productions,United States of America,,2024.0,both,right_only
,,,,,,,,,,,,,,,,,,,2019.0,140.0,awitnessoutoftheblue,37092694.0,,,37092694.0,1.0,629919.0,6.7,26.0,Released,2019-10-12,0.0,104.0,False,0.0,cn,4.437,"Crime, Thriller, Mystery","China Film Media Asia Audio Video Distribution Co Ltd, Sun Entertainment Culture Limited, Media Asia Film Production Limited, One Cool Film Production, Big Honor Entertainment, Lian Ray Pictures",Hong Kong,Cantonese,2019.0,both,right_only
57.0,"Mar 28, 2025","Mar 26, 2025",2025.0,aworkingman,Amazon MGM Studios,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,40000000.0,3262.0,3262.0,11980.0,15510312.0,37000711.0,37000711.0,61010567.0,98011278.0,2025.0,55.0,aworkingman,89400711.0,37000711.0,0.414,52400000.0,0.586,,,,,,,,,,,,,,,,,left_only,both
59.0,"Mar 9, 2018","Mar 9, 2018",2018.0,awrinkleintime,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,103000000.0,3980.0,3980.0,21046.0,33123609.0,100478608.0,124743475.0,32735941.0,133214549.0,2018.0,57.0,awrinkleintime,132675864.0,100478608.0,0.757,32197256.0,0.24,407451.0,5.102,1704.0,Released,2018-03-08,132675864.0,109.0,False,103000000.0,en,12.026,"Adventure, Science Fiction, Family, Fantasy","Whitaker Entertainment, Walt Disney Pictures",United States of America,English,2018.0,both,both
33.0,"Feb 12, 2021","Jan 12, 2021",2021.0,awritersodyssey,CMC Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144854469.0,144854469.0,2021.0,31.0,awritersodyssey,150058655.0,160013.0,0.001,149898642.0,1.0,611698.0,7.256,232.0,Released,2021-02-12,150123320.0,130.0,False,0.0,zh,24.838,"Fantasy, Action, Adventure, Drama","United Entertainment Partners, 华策影业（上海）有限公司, Free Whale Pictures",China,Mandarin,2021.0,both,both
,,,,,,,,,,,,,,,,,,,2020.0,180.0,ayyappanumkoshiyum,5088713.0,,,5088713.0,1.0,657996.0,7.77,50.0,Released,2020-02-07,0.0,177.0,False,0.0,ml,6.257,"Action, Comedy, Thriller",Gold Coin Motion Picture Company,India,Malayalam,2020.0,both,right_only
,,,,,,,,,,,,,,,,,,,2018.0,159.0,baaghi2,33139063.0,1319579.0,0.04,31819484.0,0.96,496316.0,5.9,50.0,Released,2018-03-30,0.0,145.0,False,0.0,hi,5.673,"Action, Crime, Adventure, Mystery, Thriller","Benetone Films, Star Studios, Nadiadwala Grandson Entertainment","India, Thailand",Hindi,2018.0,both,right_only
,,,,,,,,,,,,,,,,,,,2020.0,80.0,baaghi3,16726510.0,721439.0,0.043,16005071.0,0.96,594669.0,6.8,99.0,Released,2020-03-06,18473570.0,144.0,False,7952450.0,hi,16.677,"Action, Adventure, Thriller","Nadiadwala Grandson Entertainment, Star Studios",India,"Hindi, Turkish",2020.0,both,right_only
38.0,"Apr 28, 2017","Apr 28, 2017",2017.0,baahubali2theconclusion,Great India Films,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,30000000.0,419.0,425.0,1206.0,10430497.0,18985794.0,23938610.0,244517120.0,263502914.0,2017.0,38.0,baahubali2theconclusion,254158390.0,20186659.0,0.079,233971731.0,0.92,,,,,,,,,,,,,,,,,left_only,both
45.0,"Jun 28, 2017","Jun 28, 2017",2017.0,babydriver,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,34000000.0,3226.0,3226.0,21722.0,20553320.0,107825862.0,135954343.0,119209346.0,227035208.0,2017.0,43.0,babydriver,226945087.0,107825862.0,0.475,119119225.0,0.53,339403.0,7.5,14634.0,Released,2017-06-28,226945087.0,113.0,False,34000000.0,en,44.974,"Action, Crime","Big Talk Productions, Working Title Films",United Kingdom,English,2017.0,both,both
66.0,"Dec 25, 2024","Dec 25, 2024",2024.0,babygirl,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2115.0,2164.0,9175.0,4490145.0,28175128.0,28175128.0,35570441.0,63745569.0,2024.0,61.0,babygirl,64716399.0,28196732.0,0.436,36519667.0,0.56,185284.0,6.8,5.0,Released,2012-04-12,0.0,81.0,False,0.0,en,1.625,"Drama, Romance",,,,2012.0,both,both
66.0,"Dec 25, 2024","Dec 25, 2024",2024.0,babygirl,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2115.0,2164.0,9175.0,4490145.0,28175128.0,28175128.0,35570441.0,63745569.0,2024.0,61.0,babygirl,64716399.0,28196732.0,0.436,36519667.0,0.56,1030687.0,0.0,0.0,Released,2022-02-14,0.0,0.0,False,0.0,en,1.371,Horror,Witchcraft Motion Picture Company,,English,2022.0,both,both
59.0,"Dec 23, 2022","Dec 23, 2022",2022.0,babylon,Paramount Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,80000000.0,3343.0,3351.0,10042.0,3603368.0,16596054.0,16553407.0,47730561.0,64326615.0,2022.0,57.0,babylon,65267446.0,15658225.0,0.24,49609221.0,0.76,615777.0,7.443,2244.0,Released,2022-12-22,63363579.0,189.0,False,78000000.0,en,54.971,"Drama, Comedy","Paramount, Marc Platt Productions, Material Pictures, C2 Motion Picture Group, Wild Chickens, Organism Pictures",United States of America,"Cantonese, English, Spanish",2022.0,both,both
,,,,,,,,,,,,,,,,,,,2022.0,190.0,bachchhanpaandey,7387882.0,,,7387882.0,1.0,715765.0,5.706,17.0,Released,2022-03-18,0.0,147.0,False,0.0,hi,5.359,"Comedy, Action, Crime",Nadiadwala Grandson Entertainment,India,Hindi,2022.0,both,right_only
80.0,"May 17, 2024","Apr 4, 2024",2024.0,backtoblack,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,0.0,2010.0,2013.0,4695.0,2835720.0,6178165.0,6178165.0,44848450.0,51026615.0,2024.0,71.0,backtoblack,51026731.0,6178165.0,0.121,44848566.0,0.88,1316488.0,0.0,0.0,Released,2024-06-16,0.0,96.0,True,0.0,en,0.0,,,,,2024.0,both,both
,,,,,,,,,,,,,,,,,,,2020.0,142.0,backtothewharf,7090000.0,,,7090000.0,1.0,748687.0,5.286,14.0,Released,2020-11-06,0.0,118.0,False,0.0,zh,1.362,"Crime, Drama, Thriller",福建平潭突燃影业有限公司,China,Mandarin,2020.0,both,right_only
3.0,"Jan 17, 2020","Jan 15, 2020",2020.0,badboysforlife,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,90000000.0,3775.0,3775.0,27260.0,62504105.0,204417855.0,251848139.0,220053808.0,424471663.0,2020.0,3.0,badboysforlife,426505244.0,206305244.0,0.484,220200000.0,0.52,38700.0,7.139,7570.0,Released,2020-01-15,426505244.0,124.0,False,90000000.0,en,46.619,"Thriller, Action, Crime","Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",United States of America,"English, Spanish",2020.0,both,both
17.0,"Jun 7, 2024","Jun 5, 2024",2024.0,badboysrideordie,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,100000000.0,3885.0,3885.0,23137.0,56527324.0,193573217.0,193573217.0,206953020.0,400526237.0,2024.0,17.0,badboysrideordie,404550184.0,193573217.0,0.478,210976967.0,0.52,,,,,,,,,,,,,,,,,left_only,both
,,,,,,,,,,,,,,,,,,,2017.0,130.0,badgenius,44560421.0,,,44560421.0,1.0,455714.0,7.924,721.0,Released,2017-05-03,42350000.0,130.0,False,1839169.0,th,11.449,"Drama, Crime, Thriller, Comedy","Jor Kwang Films, GDH 559",Thailand,"English, Thai",2017.0,both,right_only
,,,,,,,,,,,,,,,,,,,2018.0,182.0,badhaaiho,26125610.0,,,26125610.0,1.0,547654.0,7.332,119.0,Released,2018-10-19,39000000.0,125.0,False,4000000.0,hi,4.889,"Comedy, Romance, Drama","Junglee Pictures, Chrome Pictures",India,Hindi,2018.0,both,right_only
48.0,"Jul 29, 2016","Jul 29, 2016",2016.0,badmoms,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3215.0,3215.0,22774.0,23817340.0,113257297.0,148085551.0,67228304.0,180485601.0,2016.0,48.0,badmoms,183936074.0,113257297.0,0.616,70678777.0,0.38,376659.0,6.496,3891.0,Released,2016-07-28,183936074.0,100.0,False,20000000.0,en,17.404,Comedy,"STX Films, BillBlock Media, Robert Simonds Productions, Suzanne Todd Productions, Huayi Brothers Pictures, Universal Pictures",United States of America,"Russian, English",2016.0,both,both
,,,,,,,,,,,,,,,,,,,2016.0,191.0,badsanta2,24079268.0,17782178.0,0.738,6297090.0,0.26,338964.0,5.351,700.0,Released,2016-11-23,24079268.0,92.0,False,26000000.0,en,13.003,"Comedy, Crime, Drama, Mystery","Ingenious Media, Broad Green Pictures, Miramax",United States of America,English,2016.0,both,right_only
,,,,,,,,,,,,,,,,,,,2018.0,162.0,badtimesattheelroyale,31882724.0,17839115.0,0.56,14043609.0,0.44,446021.0,6.83,3281.0,Released,2018-10-04,31882724.0,141.0,False,32000000.0,en,16.267,"Thriller, Drama, Mystery, Crime","20th Century Fox, Goddard Textiles, TSG Entertainment",United States of America,English,2018.0,both,right_only
59.0,"Jul 17, 2015","Jul 16, 2015",2015.0,bajrangibhaijaan,Eros Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,256.0,257.0,2055.0,2822564.0,8178001.0,10971910.0,114647617.0,122825618.0,2015.0,98.0,bajrangibhaijaan,75547184.0,8178001.0,0.108,67369183.0,0.89,348892.0,7.814,430.0,Released,2015-07-17,150000000.0,159.0,False,13000000.0,hi,11.407,"Comedy, Drama, Action","Rockline Entertainments, Kabir Khan Films, Salman Khan Films",India,"Hindi, Urdu",2015.0,both,both
83.0,"Aug 25, 2017","Dec 16, 2016",2017.0,ballerina,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,30000000.0,2575.0,2705.0,13599.0,4730038.0,21858070.0,27560174.0,74593514.0,96451584.0,2025.0,40.0,ballerina,137408107.0,58051327.0,0.422,79356780.0,0.578,342473.0,7.182,1752.0,Released,2016-12-14,2351359.0,89.0,False,30000000.0,en,21.682,"Animation, Adventure, Comedy, Family","Main Journey, Caramel Films, Quad Productions, L'Atelier Animation","Canada, France",English,2016.0,both,both
,,,,,,,,,,,,,,,,,,,2021.0,173.0,baragakiunbrokensamurai,9481437.0,,,9481437.0,1.0,726894.0,6.3,10.0,Released,2021-10-15,0.0,148.0,False,0.0,ja,3.524,"History, Drama, Action","TOHO, Asmik Ace",Japan,Japanese,2021.0,both,right_only
76.0,"Sep 9, 2022","Sep 8, 2022",2022.0,barbarian,20th Century Studios,Horror,Original Screenplay,Live Action,Contemporary Fiction,4500000.0,2340.0,2890.0,15745.0,10543948.0,40842944.0,43868346.0,4471457.0,45314401.0,2022.0,68.0,barbarian,45352337.0,40842944.0,0.901,4509393.0,0.1,913290.0,6.916,1711.0,Released,2022-09-08,45352337.0,103.0,False,4500000.0,en,29.977,"Horror, Mystery, Thriller","BoulderLight Pictures, Vertigo Entertainment, Regency Enterprises, Hammerstone Studios, Almost Never Films, 20th Century Studios",United States of America,English,2022.0,both,both
,,,,,,,,,,,,,,,,,,,2016.0,115.0,barbershopthenextcut,55630051.0,54030051.0,0.971,1600000.0,0.03,326423.0,6.298,415.0,Released,2016-04-15,55030051.0,112.0,False,20000000.0,en,10.53,"Comedy, Drama","New Line Cinema, Cube Vision, Metro-Goldwyn-Mayer, Warner Bros. Pictures",United States of America,English,2016.0,both,right_only
1.0,"Jul 21, 2023","Jul 19, 2023",2023.0,barbie,Warner Bros.,Comedy,Based on Toy,Live Action,Contemporary Fiction,145000000.0,4243.0,4337.0,41093.0,162022044.0,636785476.0,658303174.0,810900000.0,1447685476.0,2023.0,1.0,barbie,1447138421.0,636238421.0,0.44,810900000.0,0.56,346698.0,7.279,5074.0,Released,2023-07-19,1428545028.0,114.0,False,145000000.0,en,1069.34,"Comedy, Adventure, Fantasy","LuckyChap Entertainment, Heyday Films, NB/GG Pictures, Mattel","United Kingdom, United States of America",English,2023.0,both,both
,,,,,,,,,,,,,,,,,,,2020.0,53.0,bathbuddy,28700000.0,,,28700000.0,1.0,758895.0,6.3,19.0,Released,2020-12-11,0.0,103.0,False,0.0,zh,2.903,"Action, Comedy",,China,Mandarin,2020.0,both,right_only
7.0,"Mar 25, 2016","Mar 23, 2016",2016.0,batmanvsupermandawnofjustice,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,263000000.0,4242.0,4256.0,25005.0,166007347.0,330360194.0,431950728.0,544000000.0,874360194.0,2016.0,7.0,batmanvsupermandawnofjustice,874360194.0,330360194.0,0.3779999999999999,544000000.0,0.62,209112.0,5.952,17081.0,Released,2016-03-23,873637528.0,152.0,False,250000000.0,en,78.589,"Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy","Canada, United Kingdom, United States of America",English,2016.0,both,both
,,,,,,,,,,,,,,,,,,,2017.0,133.0,battleofmemories,43892362.0,594552.0,0.0139999999999999,43297810.0,0.99,449306.0,6.6,39.0,Released,2017-04-28,0.0,120.0,False,0.0,zh,5.461,"Science Fiction, Thriller, Mystery, Drama",Huayi Brothers Pictures,China,Mandarin,2017.0,both,right_only
56.0,"May 25, 2017","May 25, 2017",2017.0,baywatch,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,60000000.0,3647.0,3647.0,12583.0,18503871.0,58060186.0,73206316.0,117803597.0,175863783.0,2017.0,54.0,baywatch,177856751.0,58060186.0,0.326,119796565.0,0.67,339846.0,6.092,7545.0,Released,2017-05-25,177856751.0,116.0,False,69000000.0,en,45.123,"Comedy, Action, Crime","Uncharted, Paramount, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance, The Montecito Picture Company",United States of America,English,2017.0,both,both
63.0,"Aug 19, 2022","Aug 10, 2022",2022.0,beast,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,36000000.0,3743.0,3754.0,16479.0,11575855.0,31846530.0,34205534.0,27321809.0,59168339.0,2022.0,59.0,beast,59095809.0,31846530.0,0.539,27249279.0,0.46,760741.0,6.728,1264.0,Released,2022-08-11,56000000.0,93.0,False,0.0,en,56.868,"Thriller, Action, Horror, Adventure","RVK Studios, Will Packer Productions, Universal Pictures","Iceland, South Africa, United States of America",English,2022.0,both,both
63.0,"Aug 19, 2022","Aug 10, 2022",2022.0,beast,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,36000000.0,3743.0,3754.0,16479.0,11575855.0,31846530.0,34205534.0,27321809.0,59168339.0,2022.0,59.0,beast,59095809.0,31846530.0,0.539,27249279.0,0.46,455559.0,10.0,2.0,Released,2013-01-01,0.0,84.0,False,0.0,de,0.661,"Drama, Mystery",Quiet Village Filmkunst,Germany,,2013.0,both,both
63.0,"Aug 19, 2022","Aug 10, 2022",2022.0,beast,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,36000000.0,3743.0,3754.0,16479.0,11575855.0,31846530.0,34205534.0,27321809.0,59168339.0,2022.0,59.0,beast,59095809.0,31846530.0,0.539,27249279.0,0.46,1089163.0,0.0,0.0,Released,2022-09-23,0.0,6.0,False,0.0,zh,0.6,Documentary,,Netherlands,,2022.0,both,both
,,,,,,,,,,,,,,,,,,,2020.0,169.0,beastsclawingatstraws,5796059.0,,,5796059.0,1.0,571648.0,7.2,217.0,Released,2020-02-19,5707415.0,108.0,False,0.0,ko,14.969,"Mystery, Thriller, Crime, Drama","BA Entertainment, Plus M Entertainment",South Korea,Korean,2020.0,both,right_only
,,,,,,,,,,,,,,,,,,,2024.0,87.0,beatinghearts,36261644.0,,,36261644.0,1.0,229894.0,5.3,4.0,Released,2010-07-20,0.0,12.0,False,0.0,en,0.676,Horror,Catfish Studios,United States of America,English,2010.0,both,right_only
,,,,,,,,,,,,,,,,,,,2023.0,177.0,beauisafraid,12332972.0,8176562.0,0.6629999999999999,4156410.0,0.34,798286.0,6.8,527.0,Released,2023-04-14,10000000.0,179.0,False,35000000.0,en,44.044,"Comedy, Adventure, Fantasy","A24, Square Peg, IPR.VC, Access Entertainment","Finland, United States of America",English,2023.0,both,right_only
,,,,,,,,,,,,,,,,,,,2018.0,163.0,beautifulboy,31711319.0,7649973.0,0.241,24061346.0,0.76,451915.0,7.554,2241.0,Released,2018-10-12,7649973.0,121.0,False,25000000.0,en,13.012,Drama,"Plan B Entertainment, Big Indie Pictures, Amazon Studios",United States of America,English,2018.0,both,right_only
2.0,"Mar 17, 2017","Mar 16, 2017",2017.0,beautyandthebeast,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,160000000.0,4210.0,4210.0,35923.0,174750616.0,504014165.0,635496120.0,755747521.0,1259761686.0,2017.0,2.0,beautyandthebeast,1263521126.0,504014165.0,0.3989999999999999,759506961.0,0.6,321612.0,6.967,14871.0,Released,2017-03-16,1266115964.0,129.0,False,160000000.0,en,56.226,"Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films",United States of America,"English, French",2017.0,both,both
,,,,,,,,,,,,,,,,,,,2025.0,149.0,becomingledzeppelin,14673369.0,10403353.0,0.7090000000000001,4270016.0,0.291,857800.0,6.5,1.0,Released,2021-09-02,0.0,137.0,False,0.0,en,0.6,Documentary,"Paradise Pictures, Altitude Film Sales",United Kingdom,English,2021.0,both,right_only
13.0,"Sep 6, 2024","Sep 4, 2024",2024.0,beetlejuicebeetlejuice,Warner Bros.,Comedy,Original Screenplay,Live Action,Science Fiction,100000000.0,4575.0,4575.0,34294.0,111003345.0,294100435.0,294100435.0,157879613.0,451980048.0,2024.0,13.0,beetlejuicebeetlejuice,452000435.0,294100435.0,0.6509999999999999,157900000.0,0.35,,,,,,,,,,,,,,,,,left_only,both
71.0,"Nov 12, 2021","Nov 12, 2021",2021.0,belfast,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,0.0,580.0,1255.0,10346.0,1779410.0,9250870.0,10197921.0,40256478.0,49507348.0,2021.0,68.0,belfast,49158709.0,9250870.0,0.188,39907839.0,0.81,777270.0,7.129,1232.0,Released,2021-11-12,49158343.0,98.0,False,11000000.0,en,13.224,Drama,"Northern Ireland Screen, TKBC, Focus Features",United Kingdom,English,2021.0,both,both
,,,,,,,,,,,,,,,,,,,2018.0,147.0,believer,39047153.0,365639.0,0.009,38681514.0,0.99,518963.0,7.3,91.0,Released,2018-05-22,0.0,123.0,False,0.0,ko,19.551,"Crime, Action, Thriller","Yong Film, Next Entertainment World, Kidari ENT, Contents Panda",South Korea,Korean,2018.0,both,right_only
60.0,"Jan 14, 2022","Jul 16, 2021",2022.0,belle,GKIDS,Adventure,Original Screenplay,Digital Animation,Science Fiction,0.0,1338.0,1338.0,3669.0,1565658.0,4018313.0,4315964.0,59316126.0,63334439.0,2021.0,56.0,belle,64676965.0,4018313.0,0.062,60658652.0,0.94,205601.0,7.166,640.0,Released,2013-05-01,16505460.0,105.0,False,10900000.0,en,14.449,Drama,"Pinewood Studios, DJ Films, Isle of Man Film, BFI, Metrol Technology",United Kingdom,English,2013.0,both,both
90.0,"Aug 19, 2016","Jun 30, 2016",2016.0,benhur,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,95000000.0,3084.0,3084.0,10111.0,11203815.0,26410477.0,34532077.0,65259171.0,91669648.0,2016.0,82.0,benhur,94061311.0,26410477.0,0.281,67650834.0,0.72,,,,,,,,,,,,,,,,,left_only,both
,,,,,,,,,,,,,,,,,,,2021.0,35.0,besomebody,132326332.0,,,132326332.0,1.0,397517.0,6.5,252.0,Released,2016-06-10,0.0,88.0,False,0.0,en,8.418,"Drama, Comedy, Romance",Studio71,United States of America,English,2016.0,both,right_only
,,,,,,,,,,,,,,,,,,,2019.0,39.0,betterdays,227140557.0,1921657.0,0.008,225218900.0,0.99,575813.0,8.183,360.0,Released,2019-10-25,225879065.0,135.0,False,0.0,zh,14.964,Drama,"Shooting Pictures, China Wit Media, Tianijn Xiron Entertainment, We Pictures, Goodfellas Media, He Nan Dian Ying Dian Shi Zhi Zuo Ji Tuan, Fat Kids Production","China, Hong Kong",Mandarin,2019.0,both,right_only
,,,,,,,,,,,,,,,,,,,2024.0,120.0,betterman,22549151.0,1983648.0,0.088,20565503.0,0.91,1026804.0,1.0,1.0,Released,2022-12-31,0.0,91.0,False,0.0,zh,2.281,Comedy,Maoyan Entertainment,China,Mandarin,2022.0,both,right_only
100.0,"Dec 31, 2024","Nov 2, 2024",2024.0,bforbusy,,Drama,Original Screenplay,Live Action,Contemporary Fiction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35996576.0,35996576.0,,,bforbusy,,,,,,902478.0,7.6,39.0,Released,2021-12-24,0.0,112.0,False,0.0,zh,3.307,"Comedy, Romance","麦特影业(湖北)有限公司, 北京真乐道文化传播有限公司, 上海电影（集团）有限公司",China,Mandarin,2021.0,right_only,both
