year,category,nominee,workers,winner,category clean,nominee_clean,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,popularity,genres,production_companies,production_countries,spoken_languages,release_year,title_clean,_merge
1984,Film | Special Visual Effects in 1984,The Dark Crystal,"Roy Field, Brian Smithies, Ian Wingrove",False,Special Visual Effects,thedarkcrystal,11639.0,The Dark Crystal,7.113,997.0,Released,1982-12-17,40577001.0,93.0,False,15000000.0,tt0083791,en,The Dark Crystal,19.182,"Adventure, Family, Fantasy, Animation","ITC Entertainment, The Jim Henson Company, Universal Pictures","United Kingdom, United States of America",English,1982.0,thedarkcrystal,both
1984,Film | Special Visual Effects in 1984,Wargames,"Mike Fink, Joe Digaetano, Jack Cooperman, Don Hansard, Colin Cantwell, William A Fraker",False,Special Visual Effects,wargames,860.0,WarGames,7.07,1647.0,Released,1983-06-03,124600000.0,114.0,False,12000000.0,tt0086567,en,WarGames,21.873,"Thriller, Science Fiction, Drama","United Artists, Sherwood Productions",United States of America,English,1983.0,wargames,both
1984,Film | Special Visual Effects in 1984,Wargames,"Mike Fink, Joe Digaetano, Jack Cooperman, Don Hansard, Colin Cantwell, William A Fraker",False,Special Visual Effects,wargames,581797.0,War Games,5.5,2.0,Released,2009-01-17,0.0,6.0,False,0.0,tt4071620,en,War Games,0.6,Action,,Australia,English,2009.0,wargames,both
1984,Film | Special Visual Effects in 1984,Zelig,"Gordon Willis, Joel Hynek, Stuart Robertson, R Greenberg",False,Special Visual Effects,zelig,11030.0,Zelig,7.458,774.0,Released,1983-07-15,11798616.0,79.0,False,0.0,tt0086637,en,Zelig,8.647,Comedy,Orion Pictures,United States of America,"English, German",1983.0,zelig,both
1984,Film | Supporting Actor in 1984,Denholm Elliott,Trading Places,True,Supporting Actor,denholmelliott,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actor in 1984,Bob Hoskins,The Honorary Consul,False,Supporting Actor,bobhoskins,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actor in 1984,Burt Lancaster,Local Hero,False,Supporting Actor,burtlancaster,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actor in 1984,Jerry Lewis,The King Of Comedy,False,Supporting Actor,jerrylewis,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actress in 1984,Jamie Lee Curtis,Trading Places,True,Supporting Actress,jamieleecurtis,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actress in 1984,Terri Garr,Tootsie,False,Supporting Actress,terrigarr,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actress in 1984,Rosemary Harris,The Ploughman's Lunch,False,Supporting Actress,rosemaryharris,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Supporting Actress in 1984,Maureen Lipman,Educating Rita,False,Supporting Actress,maureenlipman,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actor in 1985,Dr Haing S Ngor,The Killing Fields,True,Actor,drhaingsngor,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actor in 1985,Tom Courtenay,The Dresser,False,Actor,tomcourtenay,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actor in 1985,Albert Finney,The Dresser,False,Actor,albertfinney,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actor in 1985,Sam Waterston,The Killing Fields,False,Actor,samwaterston,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actress in 1985,Maggie Smith,A Private Function,True,Actress,maggiesmith,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actress in 1985,Shirley MacLaine,Terms Of Endearment,False,Actress,shirleymaclaine,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actress in 1985,Helen Mirren,Cal,False,Actress,helenmirren,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Actress in 1985,Meryl Streep,Silkwood,False,Actress,merylstreep,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Adapted Screenplay in 1985,The Killing Fields,Bruce Robinson,True,Adapted Screenplay,thekillingfields,625.0,The Killing Fields,7.506,656.0,Released,1984-11-23,34700291.0,142.0,False,14400000.0,tt0087553,en,The Killing Fields,12.318,"Drama, History, War","Goldcrest, Enigma Productions, International Film Investors",United Kingdom,"Khmer, French, Russian, English",1984.0,thekillingfields,both
1985,Film | Adapted Screenplay in 1985,Another Country,Julian Mitchell,False,Adapted Screenplay,anothercountry,31939.0,Another Country,6.474,134.0,Released,1984-06-01,0.0,87.0,False,2256000.0,tt0086904,en,Another Country,12.427,"Drama, Romance","Goldcrest, National Film Finance Corporation (NFFC), Film4 Productions",United Kingdom,English,1984.0,anothercountry,both
1985,Film | Adapted Screenplay in 1985,The Dresser,Ronald Harwood,False,Adapted Screenplay,thedresser,364902.0,The Dresser,6.289,71.0,Released,2015-10-31,0.0,109.0,False,0.0,tt4247618,en,The Dresser,7.411,"Drama, TV Movie","BBC, Playground Entertainment",United Kingdom,English,2015.0,thedresser,both
1985,Film | Adapted Screenplay in 1985,"Paris, Texas",Sam Shepard,False,Adapted Screenplay,paristexas,655.0,"Paris, Texas",8.093,1544.0,Released,1984-08-23,2181987.0,145.0,False,1746964.0,tt0087884,en,"Paris, Texas",17.248,Drama,"Pro-ject Filmproduktion, Argos Films, Wim Wenders Stiftung, WDR, Road Movies, 20th Century Fox, Film4 Productions","France, Germany, United Kingdom, United States of America","English, Spanish",1984.0,paristexas,both
1985,Film | Cinematography in 1985,The Killing Fields,Chris Menges,True,Cinematography,thekillingfields,625.0,The Killing Fields,7.506,656.0,Released,1984-11-23,34700291.0,142.0,False,14400000.0,tt0087553,en,The Killing Fields,12.318,"Drama, History, War","Goldcrest, Enigma Productions, International Film Investors",United Kingdom,"Khmer, French, Russian, English",1984.0,thekillingfields,both
1985,Film | Cinematography in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",John Alcott,False,Cinematography,greystokethelegendoftarzanlordoftheapes,11002.0,"Greystoke: The Legend of Tarzan, Lord of the Apes",6.353,425.0,Released,1984-03-30,45858563.0,143.0,False,0.0,tt0087365,en,"Greystoke: The Legend of Tarzan, Lord of the Apes",16.884,"Adventure, Drama, Action, Romance","Edgar Rice Burroughs Inc., Warner Bros. Pictures, WEA Records","United Kingdom, United States of America",English,1984.0,greystokethelegendoftarzanlordoftheapes,both
1985,Film | Cinematography in 1985,Indiana Jones And The Temple Of Doom,Douglas Slocombe,False,Cinematography,indianajonesandthetempleofdoom,87.0,Indiana Jones and the Temple of Doom,7.294,8505.0,Released,1984-05-23,333000000.0,118.0,False,28000000.0,tt0087469,en,Indiana Jones and the Temple of Doom,53.304,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"Mandarin, English, Sinhalese",1984.0,indianajonesandthetempleofdoom,both
1985,Film | Cinematography in 1985,Once Upon A Time In America,Tonino Delli Colli,False,Cinematography,onceuponatimeinamerica,311.0,Once Upon a Time in America,8.427,4863.0,Released,1984-05-23,5500000.0,229.0,False,30000000.0,tt0087843,en,Once Upon a Time in America,42.059,"Drama, Crime","The Ladd Company, Embassy International Pictures, Rafran Cinematografica, Warner Bros. Pictures, PSO","United States of America, Italy","English, French, Hebrew, Italian, Yiddish",1984.0,onceuponatimeinamerica,both
1985,Film | Costume Design in 1985,Once Upon A Time In America,Gabriella Pescucci,True,Costume Design,onceuponatimeinamerica,311.0,Once Upon a Time in America,8.427,4863.0,Released,1984-05-23,5500000.0,229.0,False,30000000.0,tt0087843,en,Once Upon a Time in America,42.059,"Drama, Crime","The Ladd Company, Embassy International Pictures, Rafran Cinematografica, Warner Bros. Pictures, PSO","United States of America, Italy","English, French, Hebrew, Italian, Yiddish",1984.0,onceuponatimeinamerica,both
1985,Film | Costume Design in 1985,The Bostonians,"Jenny Beavan, John Bright",False,Costume Design,thebostonians,40775.0,The Bostonians,5.1,29.0,Released,1984-05-01,0.0,122.0,False,0.0,tt0086992,en,The Bostonians,5.069,"Drama, Romance",Merchant Ivory Productions,"United Kingdom, United States of America",English,1984.0,thebostonians,both
1985,Film | Costume Design in 1985,The Company Of Wolves,Elizabeth Waller,False,Costume Design,thecompanyofwolves,11905.0,The Company of Wolves,6.293,280.0,Released,1984-09-21,4389334.0,95.0,False,2000000.0,tt0087075,en,The Company of Wolves,12.935,"Horror, Fantasy","Palace Pictures, ITC Entertainment, Cannon Group, Film4 Productions",United Kingdom,English,1984.0,thecompanyofwolves,both
1985,Film | Costume Design in 1985,Swann In Love (Un Amour De Swann),Yvonne Sassinot De Nesle,False,Costume Design,swanninloveunamourdeswann,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Direction in 1985,"Paris, Texas",Wim Wenders,True,Direction,paristexas,655.0,"Paris, Texas",8.093,1544.0,Released,1984-08-23,2181987.0,145.0,False,1746964.0,tt0087884,en,"Paris, Texas",17.248,Drama,"Pro-ject Filmproduktion, Argos Films, Wim Wenders Stiftung, WDR, Road Movies, 20th Century Fox, Film4 Productions","France, Germany, United Kingdom, United States of America","English, Spanish",1984.0,paristexas,both
1985,Film | Direction in 1985,The Dresser,Peter Yates,False,Direction,thedresser,364902.0,The Dresser,6.289,71.0,Released,2015-10-31,0.0,109.0,False,0.0,tt4247618,en,The Dresser,7.411,"Drama, TV Movie","BBC, Playground Entertainment",United Kingdom,English,2015.0,thedresser,both
1985,Film | Direction in 1985,The Killing Fields,Roland Joffé,False,Direction,thekillingfields,625.0,The Killing Fields,7.506,656.0,Released,1984-11-23,34700291.0,142.0,False,14400000.0,tt0087553,en,The Killing Fields,12.318,"Drama, History, War","Goldcrest, Enigma Productions, International Film Investors",United Kingdom,"Khmer, French, Russian, English",1984.0,thekillingfields,both
1985,Film | Direction in 1985,Once Upon A Time In America,Sergio Leone,False,Direction,onceuponatimeinamerica,311.0,Once Upon a Time in America,8.427,4863.0,Released,1984-05-23,5500000.0,229.0,False,30000000.0,tt0087843,en,Once Upon a Time in America,42.059,"Drama, Crime","The Ladd Company, Embassy International Pictures, Rafran Cinematografica, Warner Bros. Pictures, PSO","United States of America, Italy","English, French, Hebrew, Italian, Yiddish",1984.0,onceuponatimeinamerica,both
1985,Film | Editing in 1985,The Killing Fields,Jim Clark,True,Editing,thekillingfields,625.0,The Killing Fields,7.506,656.0,Released,1984-11-23,34700291.0,142.0,False,14400000.0,tt0087553,en,The Killing Fields,12.318,"Drama, History, War","Goldcrest, Enigma Productions, International Film Investors",United Kingdom,"Khmer, French, Russian, English",1984.0,thekillingfields,both
1985,Film | Editing in 1985,Another Country,Gerry Hambling,False,Editing,anothercountry,31939.0,Another Country,6.474,134.0,Released,1984-06-01,0.0,87.0,False,2256000.0,tt0086904,en,Another Country,12.427,"Drama, Romance","Goldcrest, National Film Finance Corporation (NFFC), Film4 Productions",United Kingdom,English,1984.0,anothercountry,both
1985,Film | Editing in 1985,Indiana Jones And The Temple Of Doom,Michael Kahn,False,Editing,indianajonesandthetempleofdoom,87.0,Indiana Jones and the Temple of Doom,7.294,8505.0,Released,1984-05-23,333000000.0,118.0,False,28000000.0,tt0087469,en,Indiana Jones and the Temple of Doom,53.304,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"Mandarin, English, Sinhalese",1984.0,indianajonesandthetempleofdoom,both
1985,Film | Editing in 1985,Under Fire,"John Bloom, Mark Conte",False,Editing,underfire,12503.0,Under Fire,6.651,149.0,Released,1983-10-21,0.0,128.0,False,0.0,tt0086510,en,Under Fire,11.213,"Drama, War",Orion Pictures,United States of America,"Spanish, English",1983.0,underfire,both
1985,Film | Film in 1985,The Killing Fields,David Puttnam,True,Film,thekillingfields,625.0,The Killing Fields,7.506,656.0,Released,1984-11-23,34700291.0,142.0,False,14400000.0,tt0087553,en,The Killing Fields,12.318,"Drama, History, War","Goldcrest, Enigma Productions, International Film Investors",United Kingdom,"Khmer, French, Russian, English",1984.0,thekillingfields,both
1985,Film | Film in 1985,The Dresser,Peter Yates,False,Film,thedresser,364902.0,The Dresser,6.289,71.0,Released,2015-10-31,0.0,109.0,False,0.0,tt4247618,en,The Dresser,7.411,"Drama, TV Movie","BBC, Playground Entertainment",United Kingdom,English,2015.0,thedresser,both
1985,Film | Film in 1985,"Paris, Texas","Chris Sievernich, Anatole Dauman",False,Film,paristexas,655.0,"Paris, Texas",8.093,1544.0,Released,1984-08-23,2181987.0,145.0,False,1746964.0,tt0087884,en,"Paris, Texas",17.248,Drama,"Pro-ject Filmproduktion, Argos Films, Wim Wenders Stiftung, WDR, Road Movies, 20th Century Fox, Film4 Productions","France, Germany, United Kingdom, United States of America","English, Spanish",1984.0,paristexas,both
1985,Film | Film in 1985,A Private Function,Mark Shivas,False,Film,aprivatefunction,57565.0,A Private Function,6.171,35.0,Released,1984-11-09,0.0,94.0,False,0.0,tt0089838,en,A Private Function,4.217,Comedy,HandMade Films,United Kingdom,English,1984.0,aprivatefunction,both
1985,Film | Flaherty Documentary Award in 1985,28 Up,Michael Apted,True,Flaherty Documentary Award,28up,20561.0,28 Up,7.437,63.0,Released,1984-11-20,0.0,136.0,False,0.0,tt0088650,en,28 Up,3.684,Documentary,,United Kingdom,English,1984.0,28up,both
1985,Film | Flaherty Documentary Award in 1985,GI Brides,Lavinia Warner,False,Flaherty Documentary Award,gibrides,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Flaherty Documentary Award in 1985,South Bank Show: Alan Bennett,David Hinton,False,Flaherty Documentary Award,southbankshowalanbennett,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Flaherty Documentary Award in 1985,Afghanistan Reports: Allah Against The Gunships,Sandy Gall,False,Flaherty Documentary Award,afghanistanreportsallahagainstthegunships,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Foreign Language Film in 1985,Carmen,"Emiliano Piedra, Carlos Saura",True,Foreign Language Film,carmen,42106.0,Carmen,6.716,58.0,Released,1983-05-06,0.0,102.0,False,0.0,tt0085297,es,Carmen,6.176,"Drama, Romance","Emiliano Piedra, TVE, Emiliano Piedra P.C.",Spain,Spanish,1983.0,carmen,both
1985,Film | Foreign Language Film in 1985,Carmen,"Emiliano Piedra, Carlos Saura",True,Foreign Language Film,carmen,267239.0,Car Men,6.0,1.0,Released,2006-11-26,0.0,28.0,False,0.0,tt0938293,en,Car Men,0.6,"Comedy, Music",Nederlandse Programma Stichting (NPS),"Netherlands, Czech Republic",No Language,2006.0,carmen,both
1985,Film | Foreign Language Film in 1985,The Return Of Martin Guerre (Le Retour De Martin Guerre),Daniel Vigne,False,Foreign Language Film,thereturnofmartinguerreleretourdemartinguerre,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Foreign Language Film in 1985,Sunday In The Country,"Alain Sarde, Bertrand Tavernier",False,Foreign Language Film,sundayinthecountry,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Foreign Language Film in 1985,Swann In Love,"Margaret Menegoz, Volker Schlöndorff",False,Foreign Language Film,swanninlove,119623.0,Swann in Love,5.8,32.0,Released,1984-02-23,0.0,110.0,False,0.0,tt0088315,fr,Un amour de Swann,4.263,"Drama, Romance","Gaumont, S.F.P.C., Neue Bioskop Film","France, Germany","Czech, English, French, German",1984.0,swanninlove,both
1985,Film | Make-Up Artist in 1985,"Paul Engelen, Peter Frampton, Rick Baker, Joan Hills","Greystoke: The Legend Of Tarzan, Lord Of The Apes",True,Make-Up Artist,paulengelenpeterframptonrickbakerjoanhills,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Make-Up Artist in 1985,"Jane Royle, Christopher Tucker",The Company Of Wolves,False,Make-Up Artist,janeroylechristophertucker,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Make-Up Artist in 1985,Alan Boyle,The Dresser,False,Make-Up Artist,alanboyle,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Make-Up Artist in 1985,Tommie Manderson,The Killing Fields,False,Make-Up Artist,tommiemanderson,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Most Promising Newcomer To Film in 1985,Dr Haing S Ngor,The Killing Fields,True,Most Promising Newcomer To Film,drhaingsngor,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Most Promising Newcomer To Film in 1985,Rupert Everett,Another Country,False,Most Promising Newcomer To Film,ruperteverett,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Most Promising Newcomer To Film in 1985,John Lynch,Cal,False,Most Promising Newcomer To Film,johnlynch,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Most Promising Newcomer To Film in 1985,Tim Roth,The Hit,False,Most Promising Newcomer To Film,timroth,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Original Screenplay in 1985,Broadway Danny Rose,Woody Allen,True,Original Screenplay,broadwaydannyrose,12762.0,Broadway Danny Rose,7.192,406.0,Released,1984-01-27,10600497.0,84.0,False,8000000.0,tt0087003,en,Broadway Danny Rose,8.332,Comedy,Orion Pictures,United States of America,English,1984.0,broadwaydannyrose,both
1985,Film | Original Screenplay in 1985,The Big Chill,"Lawrence Kasdan, Barbara Benedek",False,Original Screenplay,thebigchill,12560.0,The Big Chill,6.9,506.0,Released,1983-09-30,56400000.0,105.0,False,8000000.0,tt0085244,en,The Big Chill,16.803,"Comedy, Drama",Columbia Pictures,United States of America,English,1983.0,thebigchill,both
1985,Film | Original Screenplay in 1985,Comfort And Joy,Bill Forsyth,False,Original Screenplay,comfortandjoy,30278.0,Comfort and Joy,6.5,42.0,Released,1984-10-10,0.0,106.0,False,0.0,tt0087072,en,Comfort and Joy,3.741,Comedy,"Lake (Comfort and Joy), Thorn EMI Screen Entertainment, Scottish Television (STV), Kings Road Entertainment",United Kingdom,"English, Italian",1984.0,comfortandjoy,both
1985,Film | Original Screenplay in 1985,A Private Function,Alan Bennett,False,Original Screenplay,aprivatefunction,57565.0,A Private Function,6.171,35.0,Released,1984-11-09,0.0,94.0,False,0.0,tt0089838,en,A Private Function,4.217,Comedy,HandMade Films,United Kingdom,English,1984.0,aprivatefunction,both
1985,Film | Original Song Written for a Film in 1985,Ghostbusters (Ghostbusters),Ray Parker Jr,True,Original Song Written for a Film,ghostbustersghostbusters,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Original Song Written for a Film in 1985,The Woman In Red (I Just Called To Say I Love You),Stevie Wonder,False,Original Song Written for a Film,thewomaninredijustcalledtosayiloveyou,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Original Song Written for a Film in 1985,Give My Regards To Broad Street (No More Lonely Nights),Paul McCartney,False,Original Song Written for a Film,givemyregardstobroadstreetnomorelonelynights,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Original Song Written for a Film in 1985,Electric Dreams (Together In Electric Dreams),"Giorgio Moroder, Philip Oakey",False,Original Song Written for a Film,electricdreamstogetherinelectricdreams,,,,,,,,,,,,,,,,,,,,,left_only
1985,Film | Outstanding British Contribution To Cinema in 1985,Alan Parker & Alan Marshall,,True,Outstanding British Contribution To Cinema,alanparkeralanmarshall,,,,,,,,,,,,,,,,,,,,,left_only
